station*;site d'echantillonnage*;jeu de donnees*;sample_name*;sampling_resp*;sampling_date(dd/mm/yyyy)*;sampling_time (hh:mm);sampling_depth_min;sampling_depth_max;sampling_volume;tide;tide_coefficient;sampling_device*;bottle_model;bottle_volume (liter);pump_model;pump_flow (L per min);net_length (m);net_type;net_area (m2);net_mesh (Âµm);net_direction;analysis_method*;analysis_resp*;analysis_date (dd/mm/yyyy)*;rawdatafile;cytometer;analysissoftware;analysissoftwareversion;fixativemethod;fixativefinalconcentration;storagecondition;otherproduct;flashfrozen;beadsreferences;beadssize;valbeadsbacteria;Val_LNABac;Val_LNABac_SSC;Val_LNABac_FL_Green;Val_HNABac;Val_HNABac_SSC;Val_HNABac_FL_Green;Val_TotBac;Val_TotBac_SSC;Val_TotBac_FL_Green;valbeadsautotrophs;Val_PicoE;Val_PicoE_SSC;Val_PicoE_FL_Red;Val_TotEuk;Val_TotEuk_SSC;Val_TotEuk_FL_Red;Val_NanoE;Val_NanoE_SSC;Val_NanoE_FL_Red;Val_Cry;Val_Cry_SSC;Val_Cry_FL_Red;Val_Cry_FL_Orange;Val_Pro;Val_Pro_SSC;Val_Pro_FL_Red;Val_Syn;Val_Syn_SSC;Val_Syn_FL_Red;Val_Syn_FL_Orange;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA030623;Fabrice Not;23/06/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;28500.0;;;;0.0;0.0;0.0;1328021.7391304348;0.051;0.197;31825.757575757576;0.0;0.0;0.0;6856.060606060606;2.093;15.693;0.0;0.0;0.0;41.666666666666664;0.0;0.0;0.0;0.0;0.0;0.0;1386.3636363636363;0.168;1.715;0.251;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA030708;Fabrice Not;08/07/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;27152.17391304348;;;;0.0;0.0;0.0;819608.695652174;0.057;0.207;31416.666666666668;0.0;0.0;0.0;3340.909090909091;5.534;30.109;0.0;0.0;0.0;7.575757575757576;0.0;0.0;0.0;0.0;0.0;0.0;257.57575757575756;0.189;1.843;0.219;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA030723;Fabrice Not;23/07/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26869.565217391304;;;;0.0;0.0;0.0;938869.5652173914;0.05;0.18;31954.545454545456;0.0;0.0;0.0;4113.636363636364;2.532;40.288;0.0;0.0;0.0;71.96969696969697;0.0;0.0;0.0;0.0;0.0;0.0;462.1212121212121;0.147;1.681;0.22;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA030807;Nathalie Simon;07/08/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;29565.217391304348;;;;0.0;0.0;0.0;1012000.0;0.048;0.186;32553.030303030304;0.0;0.0;0.0;9204.545454545454;2.769;28.142;0.0;0.0;0.0;136.36363636363637;0.0;0.0;0.0;0.0;0.0;0.0;2893.939393939394;0.18;2.033;0.306;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA030821;Fabrice Not;21/08/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;28391.304347826088;;;;0.0;0.0;0.0;726086.9565217391;0.048;0.181;32056.81818181818;0.0;0.0;0.0;11075.757575757576;1.949;37.627;0.0;0.0;0.0;181.8181818181818;0.0;0.0;0.0;0.0;0.0;0.0;5852.272727272727;0.156;2.642;0.356;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA030904;Nathalie Simon;04/09/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;28565.217391304348;;;;0.0;0.0;0.0;835978.2608695652;0.042;0.152;31594.696969696968;0.0;0.0;0.0;13079.545454545454;2.04;17.315;0.0;0.0;0.0;121.21212121212122;0.0;0.0;0.0;0.0;0.0;0.0;8397.727272727272;0.169;1.855;0.293;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA030918;Fabrice Not;18/09/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;31217.391304347828;;;;0.0;0.0;0.0;560217.3913043478;0.041;0.148;33643.93939393939;0.0;0.0;0.0;9674.242424242424;3.841;20.122;0.0;0.0;0.0;174.24242424242425;0.0;0.0;0.0;0.0;0.0;0.0;4367.424242424242;0.157;2.354;0.36;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA031002;Nathalie Simon;02/10/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;30739.130434782608;;;;0.0;0.0;0.0;701521.7391304348;0.055;0.168;35378.78787878788;0.0;0.0;0.0;6280.30303030303;3.17;18.43;0.0;0.0;0.0;45.45454545454545;0.0;0.0;0.0;0.0;0.0;0.0;4606.060606060606;0.181;2.635;0.401;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA031021;Fabrice Not;21/10/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;36150.0;;;;0.0;0.0;0.0;763725.0;0.046;0.173;32609.848484848484;0.0;0.0;0.0;7723.484848484848;0.715;16.458;0.0;0.0;0.0;3.787878787878788;0.0;0.0;0.0;0.0;0.0;0.0;5598.484848484848;0.168;3.174;0.483;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA031104;Nathalie Simon;04/11/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;35050.0;;;;0.0;0.0;0.0;736825.0;0.043;0.173;35504.06504065041;0.0;0.0;0.0;5004.065040650406;2.71;26.385;0.0;0.0;0.0;105.6910569105691;0.0;0.0;0.0;0.0;0.0;0.0;4040.650406504065;0.16;3.283;0.528;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA031117;;13/11/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;32950.0;;;;0.0;0.0;0.0;652525.0;0.045;0.165;36317.07317073171;0.0;0.0;0.0;4878.048780487805;3.123;26.639;0.0;0.0;0.0;89.4308943089431;0.0;0.0;0.0;0.0;0.0;0.0;3967.479674796748;0.161;3.428;0.554;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA031202;Fabrice Not;02/12/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;35925.0;;;;0.0;0.0;0.0;631675.0;0.043;0.179;35073.170731707316;0.0;0.0;0.0;3032.520325203252;4.104;37.076;0.0;0.0;0.0;65.04065040650407;0.0;0.0;0.0;0.0;0.0;0.0;2471.5447154471544;0.158;4.452;0.73;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA031217;Nathalie Simon;17/12/2003;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;35075.0;;;;0.0;0.0;0.0;537625.0;0.044;0.167;36670.73170731707;0.0;0.0;0.0;3272.357723577236;3.006;29.507;0.0;0.0;0.0;44.71544715447155;0.0;0.0;0.0;0.0;0.0;0.0;2520.3252032520327;0.146;3.429;0.597;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA040105;Nathalie Simon;05/01/2004;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;37425.0;;;;0.0;0.0;0.0;455625.0;0.052;0.196;36873.9837398374;0.0;0.0;0.0;4878.048780487805;1.594;28.103;0.0;0.0;0.0;32.520325203252035;0.0;0.0;0.0;0.0;0.0;0.0;2772.357723577236;0.124;3.713;0.654;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA040127;;27/01/2004;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;36000.0;;;;0.0;0.0;0.0;531075.0;0.065;0.207;36252.03252032521;0.0;0.0;0.0;3650.4065040650407;2.345;31.301;0.0;0.0;0.0;48.78048780487805;0.0;0.0;0.0;0.0;0.0;0.0;2691.0569105691056;0.139;4.63;0.777;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA040312;;12/03/2004;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;37900.0;;;;0.0;0.0;0.0;509350.0;0.04;0.167;36642.276422764226;0.0;0.0;0.0;9276.422764227642;1.405;14.687;0.0;0.0;0.0;36.58536585365854;0.0;0.0;0.0;0.0;0.0;0.0;5825.20325203252;0.138;1.849;0.328;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA04330;Nathalie Simon;30/03/2004;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;37200.0;;;;0.0;0.0;0.0;687600.0;0.045;0.165;36491.86991869919;0.0;0.0;0.0;8313.008130081302;1.79;22.872;0.0;0.0;0.0;60.97560975609756;0.0;0.0;0.0;0.0;0.0;0.0;3130.081300813008;0.146;1.601;0.3;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA040414;Nathalie Simon;14/04/2004;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Nathalie Simon;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;34683.333333333336;;;;0.0;0.0;0.0;741500.0;0.056;0.215;35528.455284552845;0.0;0.0;0.0;7252.032520325203;1.497;24.656;0.0;0.0;0.0;101.6260162601626;0.0;0.0;0.0;0.0;0.0;0.0;1373.9837398373984;0.14;1.636;0.291;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA040512;Fabrice Not;12/05/2004;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabrice Not;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;35983.333333333336;;;;0.0;0.0;0.0;1044783.3333333334;0.063;0.216;34817.07317073171;0.0;0.0;0.0;17654.47154471545;2.498;31.561;0.0;0.0;0.0;191.0569105691057;0.0;0.0;0.0;0.0;0.0;0.0;1113.821138211382;0.205;2.103;0.347;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050105;Fabienne Jalabert;05/01/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;27055.555555555555;;;;0.0;0.0;0.0;457083.3333333333;0.054;0.162;25958.847736625514;0.0;0.0;0.0;1818.9300411522634;3.209;19.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2024.6913580246915;0.186;3.179;0.647;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050203;Fabienne Jalabert;03/02/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;28138.88888888889;;;;0.0;0.0;0.0;491638.8888888889;0.058;0.164;27777.777777777777;0.0;0.0;0.0;2633.7448559670784;2.495;16.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2543.2098765432097;0.176;2.463;0.485;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050217;Manon Viprey;17/02/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Manon Viprey;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26388.88888888889;;;;0.0;0.0;0.0;515083.3333333333;0.052;0.159;26880.65843621399;0.0;0.0;0.0;4168.724279835391;1.278;15.678;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3897.119341563786;0.178;2.275;0.456;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050302;Fabienne Jalabert;02/03/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;24722.222222222223;;;;0.0;0.0;0.0;437972.22222222225;0.049;0.133;26218.106995884773;0.0;0.0;0.0;6139.917695473251;1.442;11.985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5123.456790123457;0.162;2.006;0.389;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050318;Fabienne Jalabert;18/03/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26555.555555555555;;;;0.0;0.0;0.0;465777.77777777775;0.05;0.136;27946.50205761317;0.0;0.0;0.0;4851.851851851852;1.35;11.371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3666.6666666666665;0.167;1.62;0.311;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050404;Fabienne Jalabert;04/04/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25388.88888888889;;;;0.0;0.0;0.0;640000.0;0.049;0.156;26934.156378600823;0.0;0.0;0.0;6382.716049382716;1.255;13.157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2893.0041152263375;0.179;1.757;0.346;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050418;;18/04/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;23944.444444444445;;;;0.0;0.0;0.0;761944.4444444445;0.047;0.138;28160.493827160495;0.0;0.0;0.0;4000.0;1.252;18.277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;893.0041152263375;0.214;1.722;0.332;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050502;Fabienne Jalabert;02/05/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25722.222222222223;;;;0.0;0.0;0.0;680388.8888888889;0.051;0.171;27172.83950617284;0.0;0.0;0.0;2695.4732510288068;2.747;27.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;386.8312757201646;0.252;1.481;0.297;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050517;;17/05/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25972.222222222223;;;;0.0;0.0;0.0;1021916.6666666666;0.047;0.181;27979.42386831276;0.0;0.0;0.0;6786.008230452675;1.73;16.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1057.6131687242798;0.289;1.361;0.289;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050530;;30/05/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26027.777777777777;;;;0.0;0.0;0.0;560277.7777777778;0.05;0.185;27119.34156378601;0.0;0.0;0.0;2823.045267489712;2.137;11.817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;921.8106995884774;0.243;1.771;0.362;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050630;Fabienne Jalabert;30/06/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;29722.222222222223;;;;0.0;0.0;0.0;1037916.6666666666;0.044;0.139;29641.975308641977;0.0;0.0;0.0;17382.716049382718;1.123;10.572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2839.5061728395062;0.186;1.269;0.272;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050718;Fabienne Jalabert;18/07/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26333.333333333332;;;;0.0;0.0;0.0;1390194.4444444445;0.051;0.158;27925.925925925927;0.0;0.0;0.0;28144.0329218107;0.786;6.876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16683.12757201646;0.161;0.751;0.147;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050729;Fabienne Jalabert;29/07/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25888.88888888889;;;;0.0;0.0;0.0;782500.0;0.041;0.137;26991.769547325104;0.0;0.0;0.0;4427.98353909465;2.546;18.613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1794.238683127572;0.198;2.539;0.459;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050829;Manon Viprey;29/08/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Manon Viprey;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;27111.11111111111;;;;0.0;0.0;0.0;1420694.4444444445;0.042;0.14;27794.238683127573;0.0;0.0;0.0;28502.057613168723;1.024;10.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7139.917695473251;0.167;0.655;0.154;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050913;Fabienne Jalabert;13/09/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25861.11111111111;;;;0.0;0.0;0.0;714250.0;0.04;0.127;26353.909465020577;0.0;0.0;0.0;7189.300411522634;1.666;15.652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3518.5185185185187;0.19;1.78;0.329;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA050926;Fabienne Jalabert;26/09/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26861.11111111111;;;;0.0;0.0;0.0;808472.2222222222;0.038;0.123;27226.337448559672;0.0;0.0;0.0;6395.061728395061;2.799;15.418;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4226.3374485596705;0.197;1.056;0.268;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA051011;Fabienne Jalabert;11/10/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25722.222222222223;;;;0.0;0.0;0.0;659055.5555555555;0.04;0.132;27806.584362139918;0.0;0.0;0.0;4872.427983539094;2.359;16.281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4242.798353909465;0.167;1.992;0.435;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA051025;Fabienne Jalabert;25/10/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;25944.444444444445;;;;0.0;0.0;0.0;694666.6666666666;0.04;0.141;27201.646090534978;0.0;0.0;0.0;5349.794238683127;1.43;17.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5386.831275720165;0.163;2.339;0.478;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA051105;Fabienne Jalabert;05/11/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;28583.333333333332;;;;0.0;0.0;0.0;711388.8888888889;0.043;0.146;27526.748971193414;0.0;0.0;0.0;3316.872427983539;4.67;21.373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4028.80658436214;0.172;2.599;0.558;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA051128;Fabienne Jalabert;28/11/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26500.0;;;;0.0;0.0;0.0;647138.8888888889;0.041;0.136;25707.81893004115;0.0;0.0;0.0;4094.650205761317;2.491;22.517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5234.567901234568;0.178;3.096;0.652;
Station Biologique de Roscoff;SOMLIT-Astan;Roscoff SOMLIT Astan;RA051209;Fabienne Jalabert;09/12/2005;00:00;1.0;1.0;0.0;High tide;;bottle;Niskin;5.0;;;;;;;;CytomÃ©trie en flux;Fabienne Jalabert;01/01/1900;;BD FACSort;CYTOWIN.EXE;;Glutaraldehyde;0.25%;-80Â°C;;YES;Polysciences fluoresbrite;0.95;26833.333333333332;;;;0.0;0.0;0.0;535805.5555555555;0.044;0.123;27279.8353909465;0.0;0.0;0.0;2469.135802469136;3.513;20.636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2794.238683127572;0.181;2.607;0.621;
